id,age,income,gender,city,target
1151,20.0,6000.0,남,부산,1
1152,20.0,4000.0,nan,대구,0
1153,20.0,,남,부산,1
1154,40.0,3000.0,남,부산,0
1155,20.0,6000.0,nan,대구,0
1156,,3000.0,남,부산,0
1157,50.0,6000.0,남,대구,0
1158,20.0,6000.0,남,대구,0
1159,40.0,,남,서울,1
1160,40.0,5000.0,여,부산,0
1161,20.0,4000.0,여,대구,0
1162,50.0,4000.0,nan,부산,0
1163,20.0,4000.0,남,부산,0
1164,40.0,5000.0,nan,대구,0
1165,30.0,3000.0,여,서울,0
1166,,4000.0,남,대구,0
1167,40.0,3000.0,남,서울,1
1168,20.0,5000.0,여,대구,0
1169,,5000.0,남,대구,0
1170,20.0,,남,서울,0
1171,20.0,4000.0,여,서울,0
1172,30.0,,nan,부산,1
1173,,4000.0,nan,대구,0
1174,,5000.0,남,부산,0
1175,30.0,5000.0,여,부산,0
1176,40.0,6000.0,nan,서울,1
1177,20.0,6000.0,nan,서울,0
1178,50.0,5000.0,남,부산,0
1179,20.0,5000.0,nan,서울,0
1180,20.0,3000.0,여,대구,0
1181,40.0,3000.0,nan,서울,0
1182,20.0,,여,서울,1
1183,30.0,6000.0,여,대구,0
1184,30.0,6000.0,남,서울,1
1185,,5000.0,nan,부산,0
1186,50.0,5000.0,남,부산,0
1187,20.0,,nan,부산,1
1188,20.0,6000.0,남,서울,0
1189,40.0,3000.0,남,서울,0
1190,30.0,4000.0,남,서울,1
1191,50.0,,nan,부산,1
1192,,4000.0,남,서울,1
1193,30.0,3000.0,여,대구,1
1194,,3000.0,nan,서울,0
1195,40.0,4000.0,여,부산,0
1196,40.0,,남,대구,1
1197,20.0,4000.0,남,대구,1
1198,50.0,,여,부산,0
1199,,,남,대구,0
1200,30.0,5000.0,nan,대구,0
1201,40.0,6000.0,여,대구,0
1202,20.0,6000.0,nan,대구,0
1203,20.0,3000.0,nan,대구,1
1204,,5000.0,nan,서울,0
1205,40.0,6000.0,남,부산,0
1206,50.0,,남,부산,0
1207,40.0,,여,서울,0
1208,,4000.0,여,서울,0
1209,,4000.0,nan,부산,0
1210,40.0,,남,부산,0
1211,,,남,서울,0
1212,40.0,4000.0,남,서울,0
1213,30.0,6000.0,여,대구,0
1214,40.0,3000.0,남,서울,1
1215,40.0,4000.0,nan,서울,1
1216,,6000.0,nan,대구,1
1217,,6000.0,nan,대구,0
1218,20.0,6000.0,남,부산,0
1219,20.0,5000.0,nan,부산,0
1220,30.0,5000.0,nan,서울,1
1221,20.0,6000.0,여,대구,0
1222,40.0,,여,대구,1
1223,,5000.0,남,부산,0
1224,20.0,4000.0,남,부산,0
1225,20.0,5000.0,남,서울,0
1226,30.0,,남,대구,1
1227,30.0,3000.0,남,부산,0
1228,40.0,5000.0,여,서울,0
1229,,6000.0,여,서울,1
1230,30.0,6000.0,여,서울,0
1231,20.0,6000.0,nan,부산,0
1232,,3000.0,nan,부산,0
1233,,,여,부산,0
1234,20.0,4000.0,여,부산,0
1235,30.0,,남,부산,1
1236,20.0,3000.0,여,대구,0
1237,,6000.0,남,대구,1
1238,50.0,,여,대구,0
1239,50.0,4000.0,남,대구,0
1240,40.0,6000.0,여,서울,1
1241,20.0,4000.0,남,서울,0
1242,20.0,5000.0,nan,대구,1
1243,40.0,4000.0,nan,부산,1
1244,40.0,6000.0,남,대구,0
1245,40.0,5000.0,남,대구,0
1246,,6000.0,nan,서울,0
1247,20.0,6000.0,여,부산,1
1248,,5000.0,남,서울,0
1249,40.0,4000.0,여,부산,0
1250,20.0,3000.0,nan,서울,0
1251,,3000.0,nan,대구,0
1252,,3000.0,남,부산,0
1253,40.0,3000.0,여,서울,0
1254,20.0,,nan,대구,1
1255,40.0,3000.0,여,서울,0
1256,20.0,5000.0,nan,서울,0
1257,50.0,3000.0,남,서울,0
1258,30.0,6000.0,여,대구,1
1259,30.0,3000.0,여,부산,0
1260,30.0,4000.0,남,서울,0
1261,40.0,5000.0,남,대구,0
1262,50.0,5000.0,남,서울,0
1263,20.0,,남,부산,0
1264,,6000.0,nan,서울,0
1265,20.0,5000.0,여,대구,0
1266,,4000.0,nan,서울,0
1267,20.0,3000.0,남,서울,1
1268,50.0,5000.0,nan,부산,0
1269,,4000.0,nan,부산,1
1270,40.0,3000.0,여,부산,0
1271,20.0,,여,서울,1
1272,20.0,5000.0,여,대구,0
1273,,5000.0,남,서울,0
1274,40.0,4000.0,남,서울,1
1275,40.0,6000.0,여,서울,0
1276,50.0,,nan,서울,0
1277,40.0,6000.0,여,부산,1
1278,40.0,5000.0,남,부산,1
1279,40.0,6000.0,nan,부산,0
1280,30.0,3000.0,남,부산,0
1281,50.0,,여,대구,0
1282,20.0,6000.0,여,서울,1
1283,,3000.0,nan,서울,0
1284,20.0,4000.0,여,서울,1
1285,50.0,6000.0,남,대구,0
1286,,,남,대구,0
1287,50.0,3000.0,남,부산,0
1288,40.0,6000.0,nan,서울,0
1289,,4000.0,남,서울,0
1290,40.0,6000.0,여,대구,0
1291,20.0,3000.0,nan,서울,0
1292,20.0,6000.0,남,대구,0
1293,,,남,부산,0
1294,,5000.0,여,대구,0
1295,50.0,3000.0,여,서울,1
1296,50.0,3000.0,nan,대구,0
1297,40.0,3000.0,남,대구,0
1298,,3000.0,남,부산,1
1299,20.0,6000.0,여,서울,0
1300,50.0,,nan,서울,1
1301,50.0,4000.0,여,부산,0
1302,20.0,,여,대구,0
1303,50.0,3000.0,nan,대구,0
1304,40.0,6000.0,남,서울,0
1305,,6000.0,남,대구,0
1306,20.0,3000.0,남,부산,0
1307,,6000.0,nan,서울,1
1308,50.0,3000.0,nan,대구,0
1309,50.0,,nan,부산,0
1310,20.0,5000.0,nan,부산,0
1311,40.0,6000.0,nan,서울,1
1312,30.0,3000.0,여,서울,0
1313,20.0,3000.0,남,대구,0
1314,30.0,6000.0,nan,대구,1
1315,30.0,4000.0,남,대구,1
1316,40.0,3000.0,nan,부산,0
1317,30.0,6000.0,남,부산,1
1318,30.0,3000.0,여,대구,0
1319,40.0,4000.0,남,서울,1
1320,30.0,5000.0,남,부산,0
1321,30.0,4000.0,nan,부산,1
1322,30.0,,남,대구,1
1323,20.0,6000.0,여,서울,0
1324,20.0,4000.0,여,부산,0
1325,20.0,5000.0,여,서울,0
1326,40.0,3000.0,nan,부산,0
1327,50.0,6000.0,nan,서울,0
1328,30.0,4000.0,nan,서울,1
1329,30.0,5000.0,nan,부산,0
1330,40.0,4000.0,nan,서울,0
1331,30.0,,여,부산,0
1332,20.0,6000.0,남,부산,0
1333,50.0,3000.0,여,서울,0
1334,,5000.0,nan,부산,0
1335,30.0,4000.0,여,서울,1
1336,20.0,6000.0,남,부산,1
1337,,4000.0,nan,서울,1
1338,50.0,6000.0,여,부산,1
1339,,,여,부산,0
1340,20.0,4000.0,남,대구,1
1341,,,nan,부산,0
1342,40.0,5000.0,nan,부산,0
1343,,,남,서울,0
1344,30.0,6000.0,남,서울,0
1345,30.0,5000.0,남,서울,0
1346,40.0,4000.0,남,서울,0
1347,20.0,4000.0,nan,대구,0
1348,30.0,6000.0,nan,대구,0
1349,50.0,3000.0,여,서울,1
1350,30.0,3000.0,여,서울,0
1351,30.0,4000.0,여,서울,1
1352,20.0,6000.0,nan,서울,0
1353,,3000.0,nan,부산,0
1354,30.0,,nan,서울,0
1355,40.0,4000.0,여,부산,1
1356,,,남,서울,0
1357,50.0,6000.0,남,대구,0
1358,20.0,,남,대구,0
1359,50.0,3000.0,남,서울,0
1360,,3000.0,남,대구,0
1361,,5000.0,nan,대구,1
1362,,4000.0,여,대구,0
1363,50.0,6000.0,남,대구,0
1364,,4000.0,남,부산,0
1365,50.0,,남,부산,0
1366,,6000.0,nan,부산,1
1367,40.0,6000.0,남,부산,1
1368,,3000.0,여,서울,0
1369,50.0,,nan,대구,0
1370,30.0,3000.0,nan,대구,1
1371,,3000.0,nan,서울,0
1372,30.0,5000.0,남,서울,0
1373,40.0,3000.0,남,부산,1
1374,20.0,4000.0,남,부산,0
1375,40.0,6000.0,남,대구,0
1376,,3000.0,여,서울,0
1377,30.0,4000.0,nan,대구,1
1378,30.0,,남,서울,0
1379,50.0,6000.0,여,부산,0
1380,30.0,,nan,대구,1
1381,50.0,4000.0,nan,대구,1
1382,20.0,,nan,서울,0
1383,,,남,대구,0
1384,50.0,,nan,부산,0
1385,20.0,3000.0,남,대구,0
1386,30.0,3000.0,여,서울,0
1387,30.0,3000.0,nan,대구,1
1388,20.0,6000.0,여,부산,0
1389,30.0,4000.0,남,서울,0
1390,20.0,3000.0,남,서울,0
1391,50.0,,남,부산,0
1392,50.0,,nan,서울,1
1393,20.0,,nan,서울,1
1394,50.0,,여,대구,0
1395,50.0,5000.0,남,서울,0
1396,50.0,6000.0,여,대구,0
1397,40.0,4000.0,남,부산,0
1398,,4000.0,남,부산,0
1399,30.0,3000.0,여,부산,0
1400,40.0,5000.0,남,부산,0
1401,50.0,4000.0,여,서울,0
1402,20.0,6000.0,nan,서울,0
1403,50.0,,여,대구,0
1404,,3000.0,여,대구,0
1405,50.0,6000.0,남,대구,1
1406,20.0,4000.0,여,서울,0
1407,,5000.0,nan,대구,1
1408,50.0,3000.0,nan,서울,0
1409,,4000.0,nan,부산,0
1410,30.0,3000.0,nan,서울,0
1411,30.0,4000.0,여,부산,0
1412,50.0,,nan,대구,1
1413,,5000.0,여,서울,0
1414,20.0,,여,대구,0
1415,50.0,4000.0,남,대구,0
1416,30.0,6000.0,여,부산,0
1417,30.0,,여,대구,0
1418,50.0,6000.0,남,서울,0
1419,,4000.0,nan,대구,0
1420,30.0,5000.0,nan,부산,1
1421,,6000.0,여,부산,0
1422,30.0,4000.0,남,대구,0
1423,30.0,6000.0,여,부산,0
1424,40.0,,여,대구,1
1425,30.0,4000.0,nan,부산,1
1426,20.0,,남,대구,0
1427,50.0,3000.0,여,대구,0
1428,50.0,4000.0,nan,서울,0
1429,,6000.0,여,서울,0
1430,30.0,3000.0,nan,대구,0
1431,20.0,,남,서울,0
1432,,,여,서울,1
1433,40.0,6000.0,남,부산,0
1434,,3000.0,nan,서울,0
1435,,5000.0,남,부산,0
1436,30.0,6000.0,남,서울,1
1437,40.0,,남,서울,0
1438,,4000.0,여,대구,0
1439,20.0,3000.0,nan,서울,0
1440,20.0,5000.0,남,대구,0
1441,50.0,4000.0,여,대구,0
1442,40.0,3000.0,nan,대구,0
1443,40.0,6000.0,nan,대구,0
1444,50.0,6000.0,nan,서울,0
1445,,3000.0,남,대구,0
1446,40.0,5000.0,남,서울,0
1447,20.0,3000.0,남,서울,0
1448,20.0,4000.0,nan,부산,0
1449,30.0,4000.0,nan,부산,1
1450,40.0,6000.0,남,부산,1
1451,,3000.0,남,대구,1
1452,50.0,6000.0,nan,서울,0
1453,50.0,5000.0,nan,서울,0
1454,,4000.0,여,대구,0
1455,30.0,,여,부산,0
1456,50.0,,남,부산,0
1457,40.0,3000.0,nan,서울,0
1458,30.0,3000.0,nan,서울,0
1459,40.0,,여,서울,0
1460,20.0,3000.0,nan,부산,1
1461,30.0,4000.0,남,서울,0
1462,50.0,5000.0,여,부산,0
1463,30.0,5000.0,nan,부산,0
1464,30.0,6000.0,nan,부산,1
1465,30.0,4000.0,남,대구,1
1466,30.0,3000.0,nan,대구,0
1467,40.0,3000.0,여,서울,0
1468,20.0,6000.0,여,부산,1
1469,,6000.0,nan,서울,0
1470,30.0,3000.0,nan,부산,1
1471,50.0,3000.0,nan,서울,0
1472,30.0,4000.0,nan,서울,0
1473,50.0,6000.0,여,대구,1
1474,40.0,4000.0,남,대구,0
1475,50.0,3000.0,여,대구,0
1476,,,nan,대구,0
1477,20.0,,nan,부산,1
1478,50.0,3000.0,여,서울,0
1479,50.0,6000.0,여,서울,0
1480,20.0,,nan,부산,0
1481,,6000.0,여,부산,1
1482,30.0,,nan,서울,0
1483,50.0,6000.0,여,대구,0
1484,20.0,,nan,대구,0
1485,40.0,6000.0,여,대구,1
1486,20.0,4000.0,nan,부산,1
1487,40.0,6000.0,남,서울,0
1488,,4000.0,남,부산,1
1489,30.0,4000.0,여,서울,0
1490,20.0,3000.0,남,대구,0
1491,50.0,4000.0,nan,대구,1
1492,,5000.0,여,대구,0
1493,20.0,4000.0,여,서울,0
1494,50.0,6000.0,nan,대구,1
1495,20.0,4000.0,nan,서울,0
1496,40.0,6000.0,nan,부산,0
1497,20.0,6000.0,여,대구,1
1498,20.0,5000.0,nan,부산,0
1499,20.0,4000.0,남,부산,0
1500,,4000.0,여,서울,0
1501,20.0,,nan,부산,0
1502,50.0,,여,서울,0
1503,40.0,3000.0,남,서울,0
1504,40.0,6000.0,남,부산,0
1505,20.0,5000.0,nan,서울,1
1506,,,여,서울,0
1507,,4000.0,nan,서울,0
1508,50.0,3000.0,여,부산,1
1509,20.0,5000.0,nan,서울,1
1510,40.0,4000.0,nan,대구,0
1511,,4000.0,여,부산,0
1512,20.0,6000.0,여,부산,0
1513,,6000.0,남,서울,0
1514,,,남,부산,0
1515,40.0,,여,대구,0
1516,30.0,4000.0,남,부산,0
1517,50.0,4000.0,남,부산,1
1518,50.0,,여,부산,1
1519,40.0,,여,서울,0
1520,,4000.0,여,대구,0
1521,20.0,5000.0,nan,대구,1
1522,,4000.0,여,대구,1
1523,40.0,5000.0,여,부산,1
1524,50.0,5000.0,여,대구,0
1525,,4000.0,남,서울,0
1526,50.0,3000.0,여,부산,1
1527,20.0,,남,서울,0
1528,50.0,6000.0,nan,부산,1
1529,50.0,4000.0,여,서울,0
1530,30.0,5000.0,여,부산,1
1531,30.0,4000.0,남,서울,0
1532,30.0,,nan,대구,0
1533,50.0,5000.0,여,부산,0
1534,40.0,6000.0,nan,부산,1
1535,50.0,6000.0,nan,서울,0
1536,40.0,6000.0,여,서울,0
1537,40.0,3000.0,nan,서울,0
1538,30.0,5000.0,nan,부산,1
1539,,5000.0,여,서울,0
1540,20.0,3000.0,남,대구,0
1541,30.0,5000.0,여,서울,0
1542,30.0,3000.0,nan,서울,0
1543,,4000.0,여,서울,0
1544,20.0,,남,대구,0
1545,50.0,6000.0,nan,서울,1
1546,50.0,3000.0,nan,서울,0
1547,30.0,3000.0,남,부산,0
1548,20.0,3000.0,남,부산,1
1549,30.0,4000.0,nan,서울,1
1550,40.0,3000.0,남,부산,1
1551,30.0,,여,서울,0
1552,30.0,,남,서울,0
1553,50.0,6000.0,여,대구,0
1554,50.0,4000.0,nan,서울,0
1555,50.0,,nan,부산,0
1556,40.0,5000.0,nan,부산,1
1557,50.0,5000.0,nan,부산,0
1558,20.0,5000.0,nan,부산,0
1559,,3000.0,남,서울,0
1560,20.0,3000.0,남,대구,0
1561,20.0,5000.0,nan,대구,0
1562,50.0,6000.0,남,서울,0
1563,,6000.0,남,부산,0
1564,,3000.0,nan,대구,0
1565,,5000.0,남,대구,1
1566,40.0,6000.0,nan,서울,0
1567,50.0,3000.0,nan,부산,1
1568,,5000.0,nan,대구,0
1569,40.0,4000.0,nan,서울,1
1570,30.0,5000.0,남,대구,0
1571,30.0,5000.0,남,대구,1
1572,40.0,,여,부산,0
1573,40.0,,여,부산,0
1574,50.0,4000.0,nan,대구,0
1575,50.0,4000.0,여,부산,0
1576,30.0,5000.0,남,대구,0
1577,,6000.0,남,대구,1
1578,30.0,4000.0,여,대구,0
1579,,5000.0,여,서울,0
1580,,3000.0,남,부산,0
1581,50.0,,여,부산,0
1582,20.0,6000.0,남,대구,0
1583,20.0,5000.0,남,부산,0
1584,40.0,3000.0,여,대구,1
1585,50.0,,여,부산,0
1586,,3000.0,nan,부산,1
1587,20.0,5000.0,nan,대구,0
1588,,4000.0,nan,부산,1
1589,20.0,,nan,대구,0
1590,20.0,3000.0,nan,서울,1
1591,20.0,4000.0,남,대구,0
1592,50.0,6000.0,여,부산,0
1593,30.0,5000.0,남,서울,0
1594,,5000.0,nan,서울,0
1595,50.0,,nan,대구,0
1596,50.0,3000.0,여,서울,0
1597,50.0,6000.0,남,대구,0
1598,50.0,,nan,부산,1
1599,50.0,,nan,대구,1
1600,40.0,3000.0,nan,서울,0
1601,,6000.0,nan,대구,0
1602,50.0,3000.0,남,대구,0
1603,,5000.0,남,부산,1
1604,40.0,4000.0,nan,대구,1
1605,40.0,5000.0,남,부산,1
1606,,5000.0,nan,서울,1
1607,20.0,,여,서울,1
1608,30.0,5000.0,여,대구,1
1609,20.0,6000.0,여,대구,0
1610,20.0,5000.0,남,서울,1
1611,20.0,6000.0,nan,서울,1
1612,50.0,3000.0,여,서울,0
1613,40.0,,여,대구,0
1614,20.0,6000.0,남,서울,0
1615,40.0,5000.0,남,대구,1
1616,,,여,서울,0
1617,30.0,,nan,서울,0
1618,,6000.0,nan,대구,1
1619,,6000.0,nan,부산,0
1620,50.0,4000.0,여,대구,1
1621,30.0,4000.0,남,부산,1
1622,,,nan,대구,1
1623,,4000.0,여,부산,0
1624,30.0,5000.0,여,부산,1
1625,30.0,3000.0,남,부산,0
1626,,,nan,대구,0
1627,30.0,3000.0,여,대구,0
1628,,4000.0,nan,대구,0
1629,,6000.0,nan,부산,1
1630,50.0,,nan,부산,0
1631,20.0,4000.0,여,대구,1
1632,,5000.0,nan,대구,0
1633,40.0,,남,서울,0
1634,20.0,,여,서울,0
1635,20.0,6000.0,여,서울,0
1636,20.0,,nan,서울,1
1637,50.0,6000.0,nan,서울,1
1638,,4000.0,nan,대구,0
1639,50.0,5000.0,여,부산,1
1640,,5000.0,남,부산,0
1641,50.0,,남,대구,0
1642,50.0,,여,대구,0
1643,40.0,4000.0,남,대구,0
1644,50.0,6000.0,nan,서울,1
1645,30.0,5000.0,여,서울,0
1646,40.0,6000.0,남,서울,0
1647,50.0,4000.0,여,대구,0
1648,20.0,5000.0,남,대구,0
1649,30.0,5000.0,여,부산,0
1650,30.0,3000.0,남,대구,0
1651,30.0,4000.0,여,서울,1
1652,40.0,4000.0,여,부산,0
1653,50.0,3000.0,여,대구,0
1654,50.0,6000.0,여,부산,0
1655,20.0,3000.0,여,부산,0
1656,20.0,4000.0,nan,대구,1
1657,30.0,6000.0,여,서울,0
1658,20.0,5000.0,여,서울,0
1659,40.0,3000.0,여,부산,0
1660,50.0,6000.0,남,대구,1
1661,30.0,6000.0,여,대구,1
1662,20.0,6000.0,nan,서울,0
1663,40.0,3000.0,여,대구,0
1664,40.0,5000.0,남,대구,0
1665,20.0,6000.0,남,부산,1
1666,50.0,3000.0,여,대구,0
1667,20.0,4000.0,여,대구,0
1668,30.0,3000.0,여,대구,0
1669,20.0,3000.0,여,서울,0
1670,40.0,3000.0,남,서울,0
1671,20.0,6000.0,여,부산,0
1672,50.0,3000.0,남,서울,0
1673,,4000.0,남,서울,0
1674,20.0,6000.0,nan,서울,0
1675,50.0,4000.0,남,서울,0
1676,50.0,,여,부산,0
1677,40.0,3000.0,여,대구,1
1678,50.0,6000.0,여,대구,0
1679,50.0,6000.0,여,대구,0
1680,50.0,3000.0,nan,부산,1
1681,50.0,5000.0,nan,서울,0
1682,30.0,5000.0,nan,부산,0
1683,30.0,4000.0,nan,부산,0
1684,40.0,3000.0,남,부산,0
1685,20.0,3000.0,nan,대구,0
1686,50.0,,남,서울,0
1687,20.0,5000.0,여,대구,1
1688,20.0,5000.0,남,부산,1
1689,40.0,3000.0,남,부산,0
1690,50.0,4000.0,nan,대구,1
1691,50.0,3000.0,여,대구,0
1692,,4000.0,여,대구,0
1693,20.0,5000.0,nan,서울,0
1694,20.0,,남,대구,0
1695,30.0,6000.0,nan,서울,0
1696,,5000.0,남,서울,0
1697,30.0,4000.0,nan,대구,0
1698,30.0,3000.0,nan,부산,1
1699,30.0,5000.0,여,부산,0
1700,40.0,,여,서울,0
1701,40.0,4000.0,여,서울,0
1702,30.0,3000.0,nan,서울,0
1703,,6000.0,여,부산,1
1704,20.0,4000.0,여,서울,1
1705,,3000.0,nan,서울,1
1706,50.0,6000.0,여,부산,1
1707,40.0,3000.0,남,대구,0
1708,20.0,6000.0,여,부산,0
1709,20.0,6000.0,남,대구,0
1710,50.0,6000.0,여,대구,1
1711,50.0,3000.0,nan,서울,0
1712,30.0,6000.0,nan,서울,0
1713,40.0,4000.0,여,대구,0
1714,40.0,,남,서울,0
1715,,,여,대구,0
1716,30.0,6000.0,nan,서울,1
1717,30.0,,여,부산,0
1718,30.0,,nan,대구,1
1719,30.0,6000.0,남,대구,1
1720,40.0,6000.0,남,서울,1
1721,40.0,4000.0,nan,부산,1
1722,30.0,5000.0,남,서울,0
1723,,3000.0,nan,부산,1
1724,20.0,6000.0,nan,서울,0
1725,20.0,6000.0,nan,대구,1
1726,,,여,부산,0
1727,30.0,4000.0,남,부산,0
1728,40.0,,여,서울,0
1729,20.0,6000.0,여,부산,0
1730,50.0,6000.0,남,서울,1
1731,50.0,,여,부산,1
1732,,6000.0,nan,서울,0
1733,30.0,5000.0,여,서울,0
1734,20.0,3000.0,nan,서울,1
1735,30.0,3000.0,남,대구,0
1736,20.0,3000.0,여,부산,1
1737,,5000.0,남,대구,0
1738,,6000.0,nan,대구,0
1739,50.0,,여,대구,1
1740,30.0,4000.0,nan,대구,0
1741,50.0,6000.0,nan,부산,0
1742,30.0,5000.0,nan,부산,1
1743,50.0,5000.0,남,대구,1
1744,40.0,3000.0,남,부산,1
1745,40.0,6000.0,남,부산,0
1746,40.0,3000.0,여,서울,0
1747,40.0,4000.0,nan,부산,0
1748,20.0,3000.0,남,대구,0
1749,40.0,4000.0,nan,부산,1
1750,,5000.0,남,대구,0
1751,,3000.0,nan,부산,0
1752,20.0,3000.0,남,대구,1
1753,40.0,,남,부산,1
1754,40.0,5000.0,남,부산,0
1755,40.0,,남,부산,0
1756,50.0,4000.0,nan,대구,1
1757,30.0,4000.0,남,서울,0
1758,50.0,5000.0,남,대구,1
1759,30.0,4000.0,남,부산,1
1760,40.0,5000.0,nan,대구,0
1761,40.0,4000.0,남,부산,0
1762,50.0,6000.0,nan,부산,0
1763,50.0,3000.0,여,서울,0
1764,30.0,6000.0,nan,부산,0
1765,,5000.0,여,부산,1
1766,30.0,5000.0,남,부산,1
1767,50.0,6000.0,남,서울,0
1768,50.0,3000.0,nan,대구,1
1769,20.0,3000.0,남,서울,0
1770,50.0,,남,대구,1
1771,20.0,4000.0,nan,부산,0
1772,,,남,대구,0
1773,30.0,3000.0,여,대구,0
1774,30.0,6000.0,여,대구,0
1775,20.0,4000.0,남,대구,0
1776,30.0,6000.0,남,부산,1
1777,50.0,,여,서울,0
